occupation,count,corrected_occupation
Rate Collector and Brewery Manager,1,Rate Collector and Brewery Manager
Scohool Boy,1,Scohool Boy
Farms son,1,Farms son
Coner Clerk Procery,1,Coner Clerk Procery
Farmer's Mother in law,1,Farmer's Mother in law
Potatre Dealer,1,Potatre Dealer
Publican Licensed Vintner,1,Publican Licensed Vintner
Unemployied,1,Unemployied
Not Attending Shool,1,Not Attending Shool
Farmer's Shop Keeper,1,Farmer's Shop Keeper
Coach Driver's Wife,1,Coach Driver's Wife
"Farmer, Summons Server, and Bailiff",1,"Farmer, Summons Server, and Bailiff"
Lapper in Royal Engineers,1,Lapper in Royal Engineers
Not Attending S,1,Not Attending S
Wholesale Warehouseman,1,Wholesale Warehouseman
Weigh Master to Corporation Cork City,1,Weigh Master to Corporation Cork City
Wd Weaver,1,Wd Weaver
Teacher-Modern Language,1,Teacher Modern Language
Rallway Labourer's Daughter,1,Rallway Labourer's Daughter
Farm Laboure'r,1,Farm Laboure'r
Ex Warrant-Officer R. N.,1,Ex Warrant Officer R. N.
Saucuage Maker at Factory,1,Saucuage Maker at Factory
Dealer old Clother,1,Dealer old Clother
"Spinner, Flax Mills",1,"Spinner, Flax Mills"
Gas House Fireman,1,Gas House Fireman
Brewery-Labourer,1,Brewery Labourer
Vittular,1,Vittular
Maltster in Wills Distillery,1,Maltster in Wills Distillery
School Mate,1,School Mate
Privis Laboure,1,Privis Laboure
Coue Clerk Grocery,1,Coue Clerk Grocery
Civil B. Officer,1,Civil B. Officer
Retired Grocer and Landlord,1,Retired Grocer and Landlord
Slack Gatherer,1,Slack Gatherer
Labour Flour Mills,1,Labour Flour Mills
Monitress National Education Board,1,Monitress National Education Board
Oil and Coler Merchant,1,Oil and Coler Merchant
Goorm-Dom,1,Goorm Dom
Gardner-Dom,1,Gardner Dom
Game Keeper and Forester,1,Game Keeper and Forester
Apprentice Farrier,1,Apprentice Farrier
House Maid Domtc Servant,1,House Maid Domtc Servant
Housekeeper Dressmaker,1,Housekeeper Dressmaker
Domestic Servant Scholar,1,Domestic Servant Scholar
Servant Cook in Hotel,1,Servant Cook in Hotel
Private in 9th K.R.R,1,Private in 9th K.R.R
Writer A. O. Dept,1,Writer A. O. Dept
Boy Laborer A. O. Dept,1,Boy Laborer A. O. Dept
Cork Harbour Commissioners Mate of Steam Ship,1,Cork Harbour Commissioners Mate of Steam Ship
Farmer and Cartaker,1,Farmer and Cartaker
Shop Partner,1,Shop Partner
Steam Shipstoker,1,Steam Shipstoker
None (In Receipt of Poor Law Relief),1,None In Receipt of Poor Law Relief
Saliar,1,Saliar
Apprentice-Shop,1,Apprentice Shop
Shop and Assistant,1,Shop and Assistant
Priest's Clerk,1,Priest's Clerk
G.S and W. Railway Milesman,1,G.S and W. Railway Milesman
Bl. Smith,1,Bl. Smith
Stable Boy Groom Domestic Servant,1,Stable Boy Groom Domestic Servant
Car Proprioter,1,Car Proprioter
Gate Porter Asylum,1,Gate Porter Asylum
Clerk to the Butler Business,1,Clerk to the Butler Business
Works at Condence Milk Factory Labourer,1,Works at Condence Milk Factory Labourer
Groom-Dom,1,Groom Dom
Agculr Labourer,1,Agculr Labourer
Milk Boiler-Factory,1,Milk Boiler Factory
Carpenter-Appt,1,Carpenter Appt
Sorting Thread in Tweed Factory,1,Sorting Thread in Tweed Factory
Miles Man-on Railway,1,Miles Man on Railway
Assisting Farm,1,Assisting Farm
Erector of Telegraph Poles,1,Erector of Telegraph Poles
Goose Stoker,1,Goose Stoker
Seaman 2nd Mate,1,Seaman 2nd Mate
Tourist Conductor,1,Tourist Conductor
Apprantc,1,Apprantc
Labourer Horse Driver,1,Labourer Horse Driver
Apprentice Victular,1,Apprentice Victular
Farm Servant and Attendant,1,Farm Servant and Attendant
Grocer and Bar Retailer,1,Grocer and Bar Retailer
Copper Minor,1,Copper Minor
H Mistress,1,H Mistress
Sirvent,1,Sirvent
Babey Infant,1,Babey Infant
Ag Labourers Mother,1,Ag Labourers Mother
Poor Depandant,1,Poor Depandant
Agricul Labourer (Retired),1,Agricul Labourer Retired
Agural Labourer,1,Agural Labourer
Coach Man D.M.S,1,Coach Man D.M.S
Chief Officer of C Gd,1,Chief Officer of C Gd
Daughter H.Maid,1,Daughter H.Maid
Invelied,1,Invelied
Nurse-Retired from Service,1,Nurse Retired from Service
Finisher Scholar,1,Finisher Scholar
General Car Driver,1,General Car Driver
Victualler and,1,Victualler and
Surveyor. Ord. Survey,1,Surveyor. Ord. Survey
Traveller Wife,1,Traveller Wife
Section Gaffer Railway Milesman,1,Section Gaffer Railway Milesman
Parlour and Housemaid,1,Parlour and Housemaid
Apprentice and C to Boot Maker,1,Apprentice and C to Boot Maker
Typist and Shorthand Write,1,Typist and Shorthand Write
Commissioner,1,Commissioner
Wife Chief Officer of C Gd,1,Wife Chief Officer of C Gd
Sluter,1,Sluter
A Border,1,A Border
Sergeant of R.I. Constl,1,Sergeant of R.I. Constl
Farmer and Water Baliff,1,Farmer and Water Baliff
Farm CareTaker,1,Farm CareTaker
Draper and Post Office Assistant,1,Draper and Post Office Assistant
Widow of Small Farmer,1,Widow of Small Farmer
Asst Stendent Prudential Assurance,1,Asst Stendent Prudential Assurance
Fowl (Dealer),1,Fowl Dealer
General Practitioner (Trinity College Dublin),1,General Practitioner Trinity College Dublin
Cyclists Maker,1,Cyclists Maker
Shopkeeper Assistant Grocery etc,1,Shopkeeper Assistant Grocery etc
R I C Const Pensioner Farmer and Grocer,1,R I C Const Pensioner Farmer and Grocer
Gothers Bottles and Sells Picture,1,Gothers Bottles and Sells Picture
Lady Living in Income Private,1,Lady Living in Income Private
Dairy-Maid-Domestic Servant,1,Dairy Maid Domestic Servant
Labourer's Father,1,Labourer's Father
Farmer and Sea man,1,Farmer and Sea man
Servant-Domestic Out of Employment,1,Servant Domestic Out of Employment
Foureny Man Tailor,1,Foureny Man Tailor
Clerks (Mercantile),1,Clerks Mercantile
Labourer Wf,1,Labourer Wf
Dealer in Glass and Ware,1,Dealer in Glass and Ware
Farmer's Grandchild,1,Farmer's Grandchild
Cyicle Maker,1,Cyicle Maker
Shop Girl Grocery and c,1,Shop Girl Grocery and c
Needle Woman (Quilting),1,Needle Woman Quilting
"House and Parlour, Domestic",1,"House and Parlour, Domestic"
Clerk Grocer Stoner,1,Clerk Grocer Stoner
General Domestic Serva,1,General Domestic Serva
Farmerss (Retd),1,Farmerss Retd
Land Holder Servant,1,Land Holder Servant
Factory Hand Dorting,1,Factory Hand Dorting
Street Voilin Player,1,Street Voilin Player
DS House Keeper,1,DS House Keeper
Retired Railor,1,Retired Railor
Foreman Drawer Woolen Factory,1,Foreman Drawer Woolen Factory
Cattle Hog Dealer,1,Cattle Hog Dealer
"Pensioner from Army ""59 Foot""",1,"Pensioner from Army ""59 Foot"""
Cook-domestic servant,1,Cook domestic servant
Clark Tram Work,1,Clark Tram Work
Trapping Rabbits,1,Trapping Rabbits
Farmer and Rate collector,1,Farmer and Rate collector
Pump Makers,1,Pump Makers
Business Man Public House,1,Business Man Public House
Comd Btn Coast Guard R.N,1,Comd Btn Coast Guard R.N
Draftoman (Ordnance Survey),1,Draftoman Ordnance Survey
Manager West Clouhy,1,Manager West Clouhy
Soldier (Limerick Co Militia),1,Soldier Limerick Co Militia
Cook of Workhouse,1,Cook of Workhouse
Messenger and Cattle Herd,1,Messenger and Cattle Herd
Railway Pass Guard,1,Railway Pass Guard
Engine Driver Wife,1,Engine Driver Wife
Hotel Car driver,1,Hotel Car driver
Forsester,1,Forsester
Dealer in Orangesre,1,Dealer in Orangesre
General Servants Daughter,1,General Servants Daughter
Incom Derived from Land,1,Incom Derived from Land
Armypensioner,1,Armypensioner
Labourer in Mills,1,Labourer in Mills
Accountant in Land Spiner Office,1,Accountant in Land Spiner Office
Commercial Traveller Groceress and Whiskey,1,Commercial Traveller Groceress and Whiskey
Machenist (Clothing Factory),1,Machenist Clothing Factory
Farmer Son Retired,1,Farmer Son Retired
Pedlar Wife,1,Pedlar Wife
Bottle Man,1,Bottle Man
Teaveller,1,Teaveller
School Assistant Teacher,1,School Assistant Teacher
Assistant Chapel and Dispensary Girl,1,Assistant Chapel and Dispensary Girl
Tester in Milk Factory,1,Tester in Milk Factory
Stcok Porter,1,Stcok Porter
Nurse Dtc. Servant,1,Nurse Dtc. Servant
Washer Woman-Domestic Servant,1,Washer Woman Domestic Servant
Black Smith Assist.,1,Black Smith Assist.
Herds Man Wife,1,Herds Man Wife
Carrier and Arman,1,Carrier and Arman
Funch Polisher,1,Funch Polisher
Tea-Man,1,Tea Man
Widow Retired Farmer,1,Widow Retired Farmer
Labourer Boting,1,Labourer Boting
Manager General Grocery and Spirit,1,Manager General Grocery and Spirit
Gnrz Coy Royal Artillery,1,Gnrz Coy Royal Artillery
R I Constabulary Policeman Superannuated,1,R I Constabulary Policeman Superannuated
Making Wrappers for Bacon,1,Making Wrappers for Bacon
Cotton Mill Carder,1,Cotton Mill Carder
Retd Dom Servant,1,Retd Dom Servant
Ganger M.G.W.R,1,Ganger M.G.W.R
Electresian,1,Electresian
Labourer Roch,1,Labourer Roch
Housekeeper Assistant Domestic Servant,1,Housekeeper Assistant Domestic Servant
At Book Stall R Station,1,At Book Stall R Station
Hotel Boot and Domestic St,1,Hotel Boot and Domestic St
Lime Washer,1,Lime Washer
Surgon in Practice R C S I.,1,Surgon in Practice R C S I.
Labourer and Lodger House Keeper,1,Labourer and Lodger House Keeper
Retired E Sergt R I C,1,Retired E Sergt R I C
Malt Worker,1,Malt Worker
Retired-Nurse,1,Retired Nurse
Railway Goods Clark,1,Railway Goods Clark
Pump ?ker,1,Pump ?ker
Ex. Constable,1,Ex. Constable
Farm-Servant Labourer,1,Farm Servant Labourer
Shop-Man Draper,1,Shop Man Draper
Pensioner (Sergt) R. I. C.,1,Pensioner Sergt R. I. C.
Carman Labour,1,Carman Labour
Commercial Clerk Retired,1,Commercial Clerk Retired
Work Maid Corn Store,1,Work Maid Corn Store
"Petty Session Clerk, Postmaster and Grocer Merchant and Farmer",1,"Petty Session Clerk, Postmaster and Grocer Merchant and Farmer"
Ex Railway Employ,1,Ex Railway Employ
Due De Castlefram,1,Due De Castlefram
Barrisder and Resident Magistrate,1,Barrisder and Resident Magistrate
Shopkeeper Hucker,1,Shopkeeper Hucker
Hotel Servant-Book,1,Hotel Servant Book
Coach Man (Retired),1,Coach Man Retired
John a post man,1,John a post man
Dispensary Care Taker,1,Dispensary Care Taker
Farm Storekeeper,1,Farm Storekeeper
House Keeper servant,1,House Keeper servant
Clerk Co Operative Store,1,Clerk Co Operative Store
Dairy Maid and C D S,1,Dairy Maid and C D S
Pensioner of R I Constaby,1,Pensioner of R I Constaby
Shopman-Flour-Dealer,1,Shopman Flour Dealer
Pensioner British Armey,1,Pensioner British Armey
Farmer's Son and Post Boy,1,Farmer's Son and Post Boy
Wood-Domestic Servt,1,Wood Domestic Servt
Customs O.D. Officer,1,Customs O.D. Officer
Bricklers Laborer,1,Bricklers Laborer
Moster Painter and Decorator,1,Moster Painter and Decorator
Factory Reelar,1,Factory Reelar
Porter in Salerooms,1,Porter in Salerooms
A.B. R.U.R.,1,A.B. R.U.R.
Plumber Journey Man Employed,1,Plumber Journey Man Employed
Fisherman's Mother,1,Fisherman's Mother
Seller of Milk,1,Seller of Milk
Postmaster Asst,1,Postmaster Asst
Soldier Kings Liven Pool Regiment,1,Soldier Kings Liven Pool Regiment
Ploughman Wife,1,Ploughman Wife
Apprentice Filling,1,Apprentice Filling
Mountress,1,Mountress
Miles Man's Wife,1,Miles Man's Wife
Stoker in Butter Factory,1,Stoker in Butter Factory
Unable to Works,1,Unable to Works
Agricutural Labourer Wife,1,Agricutural Labourer Wife
D Inspector R I C,1,D Inspector R I C
Miles Men (Railway),1,Miles Men Railway
Assistant to,1,Assistant to
Workman's Wife,1,Workman's Wife
Publican and Black Smith,1,Publican and Black Smith
Faremers Wife,1,Faremers Wife
Natl. Teacher in Training,1,Natl. Teacher in Training
"Farm Labourer, General",1,"Farm Labourer, General"
P Agricultural Labourer,1,P Agricultural Labourer
Engine Fitter at Railway Work,1,Engine Fitter at Railway Work
Letter Carrier G P. O,1,Letter Carrier G P. O
Night Watchman Domestic Labour,1,Night Watchman Domestic Labour
Leather Picker,1,Leather Picker
Bar Maid Domestic Servt,1,Bar Maid Domestic Servt
Works in Feather Factory,1,Works in Feather Factory
Worker in Pipe Factory,1,Worker in Pipe Factory
Missionary to Sailors,1,Missionary to Sailors
Tarm Labourer,1,Tarm Labourer
Farmer and Sub Postmn,1,Farmer and Sub Postmn
Farmers and Dressmaker,1,Farmers and Dressmaker
Farmers and C Daughter,1,Farmers and C Daughter
Butter porter,1,Butter porter
Fireman in Sweet Factory,1,Fireman in Sweet Factory
Labourer Two Scholars,1,Labourer Two Scholars
Labourer (Harbour Comm),1,Labourer Harbour Comm
General Servants Farm,1,General Servants Farm
A General Farm Servant,1,A General Farm Servant
Leytom of Church,1,Leytom of Church
Bottle Rag Gatherer,1,Bottle Rag Gatherer
Herds Dau,1,Herds Dau
Head Gardener-Domestic Servant,1,Head Gardener Domestic Servant
Parish Clarkess,1,Parish Clarkess
Roy. Rifles Lancers Corpl.,1,Roy. Rifles Lancers Corpl.
Traveller Deal Piper,1,Traveller Deal Piper
Wife House-Keeper,1,Wife House Keeper
Boot and Shoe Mcht,1,Boot and Shoe Mcht
House Maid and C D S,1,House Maid and C D S
Assist. H. Keeper,1,Assist. H. Keeper
Civil Servant Engineering Inspector General Prisons Board,1,Civil Servant Engineering Inspector General Prisons Board
Living Warehouseman,1,Living Warehouseman
Retired Hosier,1,Retired Hosier
Stationer Engineer Printer,1,Stationer Engineer Printer
Machine - Oiler,1,Machine Oiler
Professional Harpist Professor of Music,1,Professional Harpist Professor of Music
Commercial Clerk Insurance Co Office,1,Commercial Clerk Insurance Co Office
Temps Civil Assistant Ordnance Survey,1,Temps Civil Assistant Ordnance Survey
Farm-Boy Domestic,1,Farm Boy Domestic
Shop Assistant Costumes,1,Shop Assistant Costumes
Cycle and Motor Agent,1,Cycle and Motor Agent
Shop Assistant Gloves,1,Shop Assistant Gloves
Cack Smith,1,Cack Smith
Nursemaid Dom Ser,1,Nursemaid Dom Ser
Printer Worker,1,Printer Worker
Governess Companion,1,Governess Companion
Iron Turner Engin Shop,1,Iron Turner Engin Shop
Private Means Interest of Money,1,Private Means Interest of Money
Manager Cork Factory,1,Manager Cork Factory
Storehouse Clerk,1,Storehouse Clerk
Brass and Iron Moulder,1,Brass and Iron Moulder
Brass and Iron Moulder and Farmer,1,Brass and Iron Moulder and Farmer
Kiln Man in born Mill,1,Kiln Man in born Mill
Messenger in Syell Factory,1,Messenger in Syell Factory
Timber Merchant Manager,1,Timber Merchant Manager
Clarke Insurance Co?,1,Clarke Insurance Co?
Retired Rway Offe,1,Retired Rway Offe
Gnr G.R.A.,1,Gnr G.R.A.
Hard Ware Merchant Assistant,1,Hard Ware Merchant Assistant
"Land Agent, Valuer, Grazier",1,"Land Agent, Valuer, Grazier"
Asylum Keeper,1,Asylum Keeper
In Holy orders,1,In Holy orders
Book Traveller,1,Book Traveller
Glove Manufature Business,1,Glove Manufature Business
Glove Manufa Business,1,Glove Manufa Business
Not at Chaol,1,Not at Chaol
Ex-Asylum Attendant,1,Ex Asylum Attendant
Warehouse Messenger Unemployed,1,Warehouse Messenger Unemployed
Farmer S.,1,Farmer S.
D. I. R. I. C.,1,D. I. R. I. C.
Divident No Occupation,1,Divident No Occupation
General House-Servant,1,General House Servant
Messeneger,1,Messeneger
Wool Sawger,1,Wool Sawger
Bleach Green Worker (Stripper of Frames),1,Bleach Green Worker Stripper of Frames
B Engiman in Linen Factory,1,B Engiman in Linen Factory
B Engiman Linen Factory,1,B Engiman Linen Factory
Bettling (Linen Works) and Engineman,1,Bettling Linen Works and Engineman
General Labur,1,General Labur
House Reffer,1,House Reffer
Master Twine Maker,1,Master Twine Maker
Boot Fitting,1,Boot Fitting
Engine Driver G. Mn,1,Engine Driver G. Mn
Fireman in Paper Mill,1,Fireman in Paper Mill
Mine Manager Iron Ore,1,Mine Manager Iron Ore
Reelerman Papermill,1,Reelerman Papermill
Clerk Insurence Office,1,Clerk Insurence Office
Linnin Lapper and Farmer,1,Linnin Lapper and Farmer
Manute Manager,1,Manute Manager
Architect and C. E.,1,Architect and C. E.
Army Scripr Reader,1,Army Scripr Reader
"Manufacturer of School Apparatus, and Artists Colarman - Master",1,"Manufacturer of School Apparatus, and Artists Colarman Master"
Colonel (R) J. P.,1,Colonel R J. P.
Comp,1,Comp
Mil,1,Mil
Profession Artist Model,1,Profession Artist Model
Professional (Artist Model),1,Professional Artist Model
Cornfactor,1,Cornfactor
Money Collector for Mill,1,Money Collector for Mill
Watchmaker Tobbing,1,Watchmaker Tobbing
Plate Finisher,1,Plate Finisher
Prentice Canlker,1,Prentice Canlker
"Bottler, Mineral Waters",1,"Bottler, Mineral Waters"
Wood Larver in Ship Yard,1,Wood Larver in Ship Yard
Manager-Alumina Factory Member Inst Mech Engrs and Soc Chem Ind,1,Manager Alumina Factory Member Inst Mech Engrs and Soc Chem Ind
Apprentice Engineer in Alumina Factory,1,Apprentice Engineer in Alumina Factory
Under Butler (Domestic Servant),1,Under Butler Domestic Servant
Boxmaker in Sping Mill,1,Boxmaker in Sping Mill
Pattern Maker Unemployed,1,Pattern Maker Unemployed
Wider Keeper,1,Wider Keeper
GameKeeper- D Servant,1,GameKeeper D Servant
Chp Btr Clyuards,1,Chp Btr Clyuards
Clerk Municipal Building,1,Clerk Municipal Building
Cook-Housekeeper,1,Cook Housekeeper
Yarn Counter in Mill Worker,1,Yarn Counter in Mill Worker
Linen Spinner in Mill Worker,1,Linen Spinner in Mill Worker
Labarar Ship Yard,1,Labarar Ship Yard
Junior Clerk Engineer-in-Chiefs Dept C.P.O Cork,1,Junior Clerk Engineer in Chiefs Dept C.P.O Cork
Commercial Clerk General Drapery,1,Commercial Clerk General Drapery
Const of R. I. Consty,1,Const of R. I. Consty
(Linen Warehouse) Clerk,1,Linen Warehouse Clerk
Engine Fetter in Works,1,Engine Fetter in Works
Prentice Turner,1,Prentice Turner
House Work General Servant,1,House Work General Servant
Tramway Moterman,1,Tramway Moterman
Pianist (Musician),1,Pianist Musician
Musician Pianist,1,Musician Pianist
Commercial Traveller in Medicines,1,Commercial Traveller in Medicines
Pareel Clerk,1,Pareel Clerk
Carting Agents Accountant,1,Carting Agents Accountant
Room Owner,1,Room Owner
Fish Daylar,1,Fish Daylar
Soldier D.F.,1,Soldier D.F.
Brewers Wife,1,Brewers Wife
Town Rost Man,1,Town Rost Man
Carter D. Servant,1,Carter D. Servant
University,1,University
House Keeper For Self,1,House Keeper For Self
Clerk. O. S. Office,1,Clerk. O. S. Office
Assistant in Coal Merchants Office,1,Assistant in Coal Merchants Office
School Teacher National School,1,School Teacher National School
Machinist in Printing Office,1,Machinist in Printing Office
Wife D Sutton,1,Wife D Sutton
"Draftsman, Royal Engineer Civil Staff",1,"Draftsman, Royal Engineer Civil Staff"
Superintendant Markets,1,Superintendant Markets
Apprentice Engine Fitting,1,Apprentice Engine Fitting
Grocer Parter,1,Grocer Parter
Watchmaker's Assistant,1,Watchmaker's Assistant
House and Bookkeeper,1,House and Bookkeeper
Farmers So Son,1,Farmers So Son
Postman Auxilary R,1,Postman Auxilary R
Caretaker and Telegraphist D.C,1,Caretaker and Telegraphist D.C
Water Inspector D.C,1,Water Inspector D.C
Telegraphist D.C,1,Telegraphist D.C
